Word,AoA_Read_Mean,AoA_Read_Std.Dv,AoA_Write_Mean,AoA_Write_Std.Dv
gonna,6.921666667,2.146275175,7.074506939,2.424473176
bag,5.140831758,1.203029157,5.271972656,1.723905663
cream,7.090534979,2.9284823,7.478515625,2.97073297
noise,6.92627824,3.004303353,6.464506173,2.607415581
near,7.196969697,2.976311145,7.054054054,2.999499458
page,6.516129032,2.123220317,6.644631118,2.077321164
moment,7.676857331,2.956652148,8.602564103,3.199875588
saying,5.822916667,2.004542832,6.497229917,2.042785495
tea,6.193877551,2.207371621,7.737792969,3.822943816
hill,4.82,1.153617499,5.237812128,1.056732998
ocean,6.1,2.557572378,6.548996914,2.176059428
upon,6.727272727,2.525157511,6.981373265,2.131547884
field,7.029320988,2.405506474,8.179012346,3.070802109
scary,7.163265306,2.825677073,7.790322581,3.657809439
lucky,5.762695313,1.486029095,6.954545455,1.795670298
sheep,5.672153635,1.665485612,5.841831426,1.869277227
terrible,7.594594595,3.698419028,8.757142857,3.546687412
visit,6.543457031,2.159690505,7.101643599,2.040176466
chocolate,6.268518519,2.974367011,5.857777778,2.079487178
word,5.691176471,2.017967421,6.136188272,2.109465261
hole,6.725806452,1.909793661,6.919367284,2.01972695
herself,6.727272727,2.669535625,7.691176471,3.501113905
milk,6.3,2.153070897,5.9096,1.860816308
summer,6.066608997,1.951292429,6.929362881,2.198851981
tight,7.605263158,3.481918341,8.171052632,3.173531403
owl,6.830357143,3.016968655,7.370064279,3.485406391
kitchen,5.9,2.309401077,5.684570313,1.859141765
above,5.782222222,1.638210718,6.549740484,1.592619612
store,6.026666667,1.707727535,6.208979592,1.877381915
guy,6.709869203,3.054951082,7.432966024,3.529715759
large,6.588235294,2.101480677,7.108108108,2.558035094
secret,6.503808864,1.589835938,6.898422091,1.65114852
parade,8.5,3.915780041,9.351351351,3.692832519
nobody,6.487346939,1.66982891,6.552977839,1.662335398
till,8.483870968,4.664554053,8.6,4.78631628
eye,5.325,1.369546602,5.310344828,1.600300157
farm,5.644444444,1.696702534,6.089072544,1.410667076
basket,6.087235996,2.309236524,6.72899927,2.493231943
picture,5.713757396,2.006220555,6.109781478,2.002406718
spot,6.28125,2.124881401,6.671875,1.757974343
reindeer,6.341262976,2.47351966,6.853535354,2.20627167
answer,5.930363322,2.316623995,6.544117647,2.805210647
wake,6.771428571,3.170040956,7.648648649,3.15978389
joy,6.849583829,2.486484173,7.173875433,2.569586923
save,7.457142857,3.502879968,8.054054054,3.564453721
clothes,5.592455621,2.231061116,5.985766758,2.074955398
dancing,6.455621302,2.729971548,6.712278876,2.623230939
kiss,5.94,2.185749299,5.841695502,1.964933418
wall,5.714285714,1.488047618,5.595719382,1.690946439
trouble,7.206790123,3.062016578,8.135135135,3.781623418
line,5.705882353,1.71056276,6.3,1.944827227
nest,6.237188366,2.451560534,7.131117604,2.464961968
road,4.974489796,1.191144937,5.55017301,1.50142848
able,7.771428571,3.858418712,8.351351351,4.153085976
sick,5.856666667,2.621881837,6.1171875,2.004766875
delicious,7.083333333,2.536870964,7.852447042,2.474571142
worried,7.823529412,2.522271562,8.794117647,2.440558949
cow,4.869834711,1.475451455,5.078512397,1.537465679
train,5.711096939,1.499023788,6.529411765,2.315760156
apple,4.947368421,1.674106203,4.956542969,1.358385313
body,4.8872,1.70433643,5.476666667,1.635317819
sign,6.442857143,2.647894359,6.885714286,2.7575717
amazing,7.128460208,2.736255435,7.520447531,2.687487923
cute,5.787037037,2.093683286,6.137959184,2.276425303
hit,6.827777778,1.809528491,7.05017301,2.308689034
huge,8.016129032,4.003090204,8.640625,3.984312737
climb,6.677777778,2.539226107,7.342040816,2.597218807
step,6.513392857,2.224739707,6.675605536,2.704782436
wet,5.266581633,1.164000523,5.631835938,1.328186891
reach,5.570069204,1.714221652,6.716216216,2.1458634
son,5.405817175,1.516131474,5.491675338,1.641202653
person,5.632580262,1.735749713,6.611111111,1.971702754
easy,6.060606061,2.127783382,6.520833333,2.106431478
orange,5.690082645,2.137198711,6.096111111,2.533362384
fear,4.854340071,1.774932718,5.375114784,1.445590878
week,6.21875,2.292827174,6.958333333,2.149335445
sight,8.136363636,4.272500598,8.803030303,3.858714557
below,8.125,4.06003337,8.470588235,4.215665547
turtle,5.661290323,1.380743138,6.216695502,1.532858573
glad,7.114958449,2.496665599,7.633125,2.518631773
lovely,7.062819576,2.562871508,7.909422936,2.516437853
fight,6.524414063,2.774025416,7.493877551,3.248666336
build,6.269770408,1.922274032,6.508650519,2.121919949
shout,6.037808642,1.986230741,6.763157895,2.412626813
paint,5.846679688,1.872328564,6.533601169,2.684923922
since,7.764660494,3.219391793,8.554054054,3.8636191
roll,5.409179688,1.762008042,6.083103765,1.790433465
elephant,5.18,1.606497225,5.983333333,1.849899034
during,6.793628809,2.779500384,7.791897507,3.256439901
power,7.310986159,2.561608838,8.207561728,3.019801538
snowman,6.208007813,2.71190345,6.694636678,2.747011347
truck,5.028095734,1.569109584,5.4765625,1.741754046
rainbow,5.34,1.368008873,6.073877551,1.812119019
toward,7.916666667,2.673948391,8.565789474,2.850251418
purple,6.6232,3.120543115,7.091796875,3.685944327
bell,4.966145833,0.944265294,5.304407713,1.192287806
woods,7.013527575,3.16317449,7.403114187,3.063261892
trick,6.915187377,2.489485511,7.5309375,2.407350502
understand,7.583477509,2.637879511,7.807098765,2.635816461
except,6.522040816,2.492970532,7.085858586,2.37577517
excellent,7.958333333,3.207969986,8.819444444,3.267049297
mess,6.537109375,1.742828723,6.609418283,2.10992129
middle,6.844827586,2.048969463,6.824324324,2.415851058
choose,6.042663892,2.331291715,6.183673469,2.4941279
stuff,7.484375,3.827920296,7.611836735,3.427758107
crayon,5.861607143,1.784494458,6.458496094,1.993735501
lay,7.013888889,2.773564265,7.19058642,2.087874973
president,7.410644531,2.441339364,8.514285714,2.627584762
rose,6.742857143,2.971361909,7.418918919,3.139164595
mad,4.987882653,1.258625321,5.673010381,1.631865317
ten,5.382653061,2.159478245,6.044489796,2.279960646
eve,6.687011719,2.245895689,7.402249135,2.564065569
wild,7.845714286,3.168906181,8.539473684,3.673097189
kindness,6.493469388,2.554247793,7.07596786,2.853521567
perhaps,8.661764706,2.841042778,9.647058824,2.853836896
kid,5.225694444,1.390200166,5.4912764,1.460869648
cannot,6.007134364,1.759939361,6.435570988,2.321533734
piece,5.779296875,1.615257268,6.699591837,2.36140304
list,6.554930796,2.618596507,6.904081633,2.732960023
spread,6.831020408,2.615046695,7.672753835,2.606345651
treat,6.438137755,2.244042262,6.671020408,2.724951371
afternoon,6.610301769,2.678922032,7.306244261,2.750127193
grumpy,7.205246914,2.379283733,8.291666667,2.522399651
ear,7.763157895,4.35688606,6.901920439,3.869824437
grandfather,5.481481481,1.571877133,5.720588235,1.702009403
puppy,4.917769376,1.345975341,5.294550173,1.129025979
plant,5.633789063,1.766750629,5.842040816,2.081773481
unicorn,6.123829344,1.918240334,6.630752374,2.158520427
fill,6.883333333,2.380536499,7.5,2.936835031
touch,5.346153846,1.461295526,5.96969697,1.605359159
smart,6.177768166,2.351476727,6.684210526,2.876796859
beat,6.662330905,2.367955571,7.183195592,2.249583434
buzz,7.321373457,2.772859043,8.105263158,2.871476442
path,6.977050781,2.879592844,7.943333333,2.855688012
become,6.922851563,2.265386658,7.683195592,2.526959105
money,5.697710718,1.430915576,6.345306122,1.854404852
chance,8.106867284,2.927502207,8.493425378,3.055657609
chicken,5.5736,1.661201573,6.275754422,1.797623179
buy,6.4296875,2.509043622,7.387975779,2.957322027
trip,6.326923077,2.509750217,6.588378906,2.236844836
against,7.077523413,2.081476117,7.567346939,2.29749739
boat,6.427734375,2.515231292,6.558823529,2.817060325
cut,6.161352041,2.349461802,6.7289282,2.620314788
join,6.913085938,2.961070653,7.611836735,3.196891283
mountain,6.728650138,1.991928601,7.166280864,2.774840682
count,5.212278107,1.613666493,6.13,2.124593267
yummy,5.216735254,1.44709756,5.406666667,1.303558348
throw,5.554637282,2.032880612,5.80078125,1.60065806
shadow,7.01755102,1.841994084,7.471606648,2.235424466
ship,6.3125,2.33400528,6.691358025,2.155279169
magical,7.046749452,2.274385826,7.748961219,2.16767892
imagine,7.674740484,3.218820001,8.256756757,3.735381919
note,5.845703125,2.255760121,6.40625,2.201310094
often,7.363636364,3.606142172,8.147058824,3.566530892
crowd,6.727346939,2.72326549,7.513513514,3.191756932
sleepy,5.6448,2.197159378,5.977777778,2.70756473
foot,5.717013889,2.630270737,5.972244898,2.258982186
fluff,7.085858586,2.837350465,7.41877551,2.889096054
enjoy,6.155172414,1.973500553,6.897058824,2.176943269
splat,7.668975069,3.154114805,8.092105263,3.372895266
flower,5.028355388,1.677482396,5.722222222,2.410200757
underwear,5.732323232,2.02027028,5.840816327,1.663650446
hurt,5.916666667,1.852692976,5.907962016,1.644547766
corn,6.038062284,2.052620263,6.604455807,2.084862231
beach,5.241973841,1.800987326,6.136230469,2.132961524
half,6.431034483,3.09586169,6.41349481,2.927436186
ahead,7.878787879,2.934254332,8.328571429,2.796907055
nine,5.517013233,2.222268106,5.689655172,1.868028913
horse,5.049586777,2.263005575,5.268066406,1.680387065
pond,6.33241506,2.638615644,7.207612457,3.305627818
between,6.933823529,3.134188808,7.641632653,3.243803533
boom,6.191608997,2.212338992,6.912396122,2.575810711
clear,6.152366864,2.524752745,6.1171875,2.204041719
hooray,7.9,3.289466254,8.657142857,3.342620117
extra,7.123046875,2.950980751,7.790174472,3.20425916
celebrate,7.851351351,3.059286556,9.105263158,3.282134059
cozy,8.75,3.510120503,9.756756757,3.499249169
belly,5.099444444,1.904504055,5.483564014,1.793791665
ago,7.7265625,2.814929506,8.194444444,3.011947111
bowl,5.604252401,1.881648798,5.923875433,1.507241401
skin,5.597502973,2.291923823,5.823232323,2.263439566
empty,6.357960458,1.898542714,6.947755102,2.124325874
begin,6.250865052,2.063608335,6.957959184,2.07376554
bat,5.718888889,2.299803146,6.513333333,2.717470088
rat,6.600475624,2.239711718,6.867768595,2.916502536
brain,6.538108356,2.215135585,7.477941176,2.48965104
dry,5.304890739,1.307953172,5.634645062,1.504449674
swim,4.7088,1.102619306,5.262747138,1.455175995
shiny,5.241426612,1.582101881,6.189906348,2.162420302
glue,6.602678571,2.550202781,7.014285714,3.60450232
seat,5.942602041,2.269459799,6.106519743,2.269178052
present,6.151855469,2.110963912,6.946280992,2.304590689
carry,6.692837466,1.744680163,7.060262966,2.03386882
daisy,6.744338934,2.599856983,7.495,2.260695377
bath,5.436672968,2.582309849,6.420118343,3.048035997
knock,5.876929012,2.068191409,6.276234568,2.097932387
ladybug,6.960166468,2.230654064,6.923611111,3.097706205
chase,6.638183594,2.593832312,7.434693878,2.797828187
fit,7.766666667,4.001580148,8.225806452,3.859703593
evening,5.403265306,1.589816353,6.112024221,1.646103678
captain,7.912396122,2.866335971,8.894736842,3.205059123
wherever,7.564429012,3.229120204,8.562454346,3.029724424
cup,5.6,3.024461675,5.467078189,2.048339103
taste,6.396551724,2.339029524,6.63877551,2.066565057
third,5.937130178,2.580935783,6.644770408,2.718043987
goodness,7.795898438,2.96966491,8.464897959,3.55536276
god,5.685255198,2.868635836,5.753826531,2.159527075
letter,6.585714286,2.513158647,7.131117604,2.262234332
welcome,6.476074219,2.449730818,7.214285714,3.213678748
bump,6.101928375,2.002259516,6.452908587,1.992676829
write,5.676470588,1.640548471,6.667125803,2.126661982
card,6.564516129,2.48576593,7.148301194,2.753857585
fancy,7.486842105,2.499964438,7.858974359,2.285390436
bug,6.248086735,1.745109375,6.602941176,2.482604362
hurry,7.013674197,3.062747545,7.607421875,3.397447541
check,7.2293645,2.782835137,7.939058172,2.817142529
castle,7.365714286,2.623081131,7.673119065,2.984010425
practice,8.4,3.311208626,9.179487179,3.068273944
enormous,8.020447531,2.684828788,9.083333333,3.261244285
pants,5.11,1.416978329,5.845306122,2.178908186
cheese,5.53,2.239019182,5.537649219,1.729568522
goose,7.368421053,3.254278287,7.868421053,3.055089264
thankful,6.928571429,2.503359088,7.242274819,2.528324603
wife,8.271428571,4.187416122,8.388888889,4.567135881
treasure,7.557142857,2.580388219,8.561723886,2.77608622
sand,5.758064516,2.007780565,6.783203125,2.540001765
promise,6.926638918,2.682253179,8.104683196,2.756788317
merry,5.843425606,1.673277294,7.101469238,2.238035365
trap,6.183333333,2.564624505,6.941727367,2.186566519
rather,8.833333333,3.850788416,9.9,3.801702405
slow,5.748263889,1.517733299,6.009444444,2.022098618
potato,5.704101563,2.0434726,6.148199446,2.086349706
gray,5.983539095,2.470616247,6.420918367,2.429764668
march,5.323529412,1.68721733,5.946122449,1.866196695
exactly,6.933823529,2.944762186,7.492728532,3.180591588
kitty,5.117913832,1.942096551,5.149414063,1.446424009
splash,5.750976563,1.971707718,6.201171875,2.120532209
rule,6.427222222,2.408257201,6.979338843,3.135418396
towards,7.852941176,3.399040443,8.054054054,3.654874568
shall,7.319591837,2.839303733,8.063550037,3.461992118
animal,5.730902778,2.363218591,6.800832342,3.776808332
speak,4.96,1.506375341,5.484375,1.729648365
tonight,6.9375,3.509778966,7.19367284,3.62184903
minute,6.626430801,2.213069748,7.236842105,2.543504823
wash,5.060606061,1.604474095,5.642857143,1.638558497
pull,6.603316327,2.732557189,6.493055556,3.235123155
drink,6.42,3.47215111,6.23828125,2.759168984
hop,5.749108205,2.099632058,6.493079585,2.64184532
princess,6.284179688,2.261303364,6.766601563,2.271902585
draw,5.533333333,2.64227349,5.947265625,2.138527824
short,6.494260204,2.42948091,7.29396462,2.842808349
size,6.427734375,2.524831786,6.984848485,2.975117772
cheer,6.636741974,2.764083765,6.869605142,2.739911632
surprised,7.227272727,3.206660327,8.014285714,2.911654357
straw,5.69921875,1.733682385,6.185058594,1.599718571
shop,5.624349636,1.724223943,6.904081633,2.815129276
sir,5.557128906,1.789334236,6.320018365,2.015058089
cloud,5.030273438,1.262874335,5.553626543,1.654706267
fair,7.764705882,4.496185747,8.176470588,4.309753478
art,7.192307692,3.810713642,6.409090909,2.782351033
anyway,6.903114187,3.428813887,7.406311637,2.968100869
clever,7.682479224,3.472568912,8.533933518,3.084573818
bite,6,2.628514963,5.522222222,1.455260858
pop,5.586801427,1.861729596,5.739186851,1.936137348
storm,6.590332031,2.095628875,7.143598616,2.520792893
bridge,7.828571429,4.197237987,7.688093499,3.430468359
hen,6.2456,2.526126943,6.540863177,3.233449872
country,6.267733564,2.47518824,6.623265306,1.793221483
snack,4.9,1.367101136,5.592128028,1.714306711
hang,8.338333333,2.863193398,8.823529412,3.723151062
yard,6.087695133,2.339547258,6.830449827,2.160547923
soup,5.5859375,1.503503134,6.166666667,1.992844342
actually,8.421875,4.050307386,9.106060606,4.005382269
butterfly,5.865764828,1.563043244,6.531020408,2.007747556
sugar,5.189655172,1.24221715,5.849862259,1.538649995
pile,7.297839506,2.753125618,8.038461538,2.641731428
sleigh,10.14705882,4.403045454,11.03030303,4.196239749
single,7.263888889,3.499971655,7.77027027,3.416858927
spider,5.488980716,1.62276137,6.810553633,2.702598092
boots,7.345663265,3.073873974,7.848632813,3.278922075
lose,6.435102041,2.295486837,7.033240997,2.609894186
north,6.102629657,2.011899154,7.260043828,2.757881559
golden,6.60244898,2.083242134,7.576388889,2.939004596
bottle,5.113636364,1.610470341,5.548816568,1.691277928
tummy,7.173076923,3.733476417,6.884756657,3.582075704
jelly,5.653469388,2.085056138,6.46412037,2.023060329
holiday,5.952168367,1.554107686,6.225306122,1.993534223
bet,6.419117647,2.647698106,7.019723866,3.079248511
lion,5.911989796,2.456754309,6.378251821,2.297040121
mirror,5.741046832,1.968813043,6.257116621,1.644626501
fur,6.780276817,2.46250306,7.118699781,2.472809146
break,6.951388889,3.819040383,7.737268519,3.784429507
adventure,7.386678201,2.49292942,8.671428571,3.180692805
whatever,7.394736842,2.995848241,8.126385042,2.329218667
bread,5.907407407,2.852249575,6.10546875,3.020279137
zoo,5.460978148,2.562780146,6.077148438,2.611316273
brush,4.672022684,1.071909948,5.200555556,1.381032454
stairs,6.159438776,2.531047426,7.061065197,2.849203762
teach,5.771428571,1.741968364,6.324324324,1.930084253
building,7.321854913,3.508772111,7.911764706,3.724347794
dirt,5.585612366,2.030013474,6.259765625,2.573019291
friendly,6.776795005,2.704700039,7.639160156,2.800262803
corner,6.157142857,2.36012035,6.614969136,1.536904955
shell,6.446740129,2.413925494,7.079861111,2.476524202
happen,6.446366782,1.918280007,7.162808642,1.930404559
pass,7.742424242,4.501946128,7.388408304,3.442686563
news,6.401384083,2.242434911,6.896274653,2.264632761
aunt,6.475994513,3.023041264,6.235,2.469788138
granny,5.666493236,1.388224017,6.207947531,2.253122187
fix,6.330357143,2.443863793,6.538062284,2.760858716
hall,6.95,2.436610138,7.038567493,2.311826214
happily,6.751730104,2.237136767,8.085714286,2.827089842
either,7.838933528,2.679872377,9.184210526,2.955574332
hero,6.2,2.517524783,7.061111111,2.394311319
